2	3	8	22	44	11
1	3	8	10	44	2
2	7	15	18	21	3
16	24	32	35	47	3
4	14	15	26	48	12
2	9	21	40	46	11
2	5	25	40	48	10
15	26	29	34	37	12
8	19	20	35	39	7
22	27	37	42	49	13
8	12	13	25	48	9
6	17	34	46	49	11
21	24	25	39	49	3
4	5	16	25	31	6
21	37	39	45	46	9
8	10	23	31	41	8
17	18	24	32	35	12
10	11	16	25	37	5
33	39	44	47	48	4
2	14	19	22	40	1
3	6	30	33	44	8
18	23	24	25	42	2
7	20	21	26	37	13
5	32	34	38	46	13
2	4	9	16	40	7
2	3	8	12	48	8
1	2	24	44	45	3
3	4	6	12	39	10
14	24	25	43	47	4
10	21	40	44	47	4
11	12	21	28	35	1
7	9	16	30	33	4
13	16	19	25	43	2
3	5	26	35	43	2
9	17	24	35	45	1
27	30	32	42	46	4
5	7	40	47	49	11
6	14	15	27	30	3
9	16	32	43	48	3
2	15	19	23	26	11
9	22	24	27	39	13
5	6	8	13	29	9
2	5	13	22	31	4
12	19	20	34	39	12
6	17	26	31	40	4
15	17	30	41	47	12
6	7	17	23	32	1
25	26	35	38	41	12
6	26	32	38	43	4
16	21	22	28	31	12
7	16	33	35	43	12
3	9	18	29	34	5
3	10	25	31	33	8
13	33	35	38	39	2
8	15	28	41	47	12
4	5	10	16	23	9
26	35	36	37	47	8
7	8	18	22	25	2
18	31	39	45	49	12
16	20	28	34	46	7
1	7	22	30	34	7
4	21	22	32	35	10
1	5	6	36	47	11
3	11	16	28	29	13
3	33	35	41	49	9
2	29	30	36	43	5
25	26	34	36	47	4
11	14	33	38	45	7
2	22	27	40	47	11
3	22	35	37	46	10
7	12	16	25	26	7
12	22	39	43	45	7
3	6	28	33	34	5
5	8	12	19	34	5
2	5	19	29	44	9
7	9	13	17	41	3
7	12	29	31	44	5
11	12	21	39	42	6
9	19	29	31	48	8
23	31	39	45	46	2
10	11	19	28	40	10
12	21	38	39	48	6
2	6	12	19	25	11
1	6	10	33	36	10
9	11	15	31	36	1
12	15	32	45	47	12
3	6	10	25	42	10
1	2	12	40	47	13
2	6	17	45	48	13
25	33	36	39	43	13
1	3	11	44	49	8
2	6	26	29	30	1
22	26	30	37	44	3
3	18	19	34	40	7
9	11	24	32	34	1
5	11	14	24	43	9
12	19	23	32	45	5
1	13	25	34	38	1
11	34	37	45	47	10
15	30	31	37	38	12
6	25	34	42	48	4
9	12	26	27	42	5
3	9	10	22	27	9
4	10	28	36	41	1
6	24	26	27	41	13
5	6	21	32	44	10
8	21	32	37	43	13
2	13	25	28	49	11
1	4	20	24	38	11
14	18	19	24	38	9
7	11	16	24	42	3
2	3	8	40	43	11
8	18	26	40	41	1
7	11	30	40	49	10
4	9	19	28	44	9
2	6	23	27	33	12
4	11	34	40	49	13
6	19	34	35	49	10
11	31	35	48	49	8
9	12	17	30	38	13
18	21	31	32	40	7
4	5	16	40	48	1
9	14	19	30	45	3
1	4	19	24	40	5
2	21	22	32	39	8
12	26	32	39	47	2
7	22	24	39	45	13
8	10	18	46	49	5
6	11	16	26	43	5
3	18	32	38	44	7
1	9	18	22	25	3
8	11	47	48	49	13
8	24	25	38	44	2
10	12	17	23	47	8
13	14	20	38	43	1
17	23	24	26	40	12
10	17	25	28	29	11
2	15	36	37	42	8
3	15	20	26	39	9
16	19	32	37	45	10
6	15	16	30	45	8
3	9	17	36	43	9
9	12	21	22	23	4
3	6	7	35	42	1
18	36	39	47	48	12
9	20	25	33	47	6
2	8	14	18	36	11
3	6	7	31	38	9
12	14	34	44	47	9
11	12	22	40	43	7
7	12	16	31	48	10
14	17	29	41	45	10
8	21	31	47	49	3
12	25	33	46	49	4
4	16	29	30	46	13
7	10	17	21	41	5
1	13	26	39	43	2
5	23	38	40	49	3
16	18	21	32	39	5
9	22	25	35	39	7
3	15	32	39	47	5
17	21	40	43	46	4
2	7	24	27	39	2
8	17	18	20	36	3
6	22	24	33	37	2
1	30	38	42	47	3
6	17	34	47	49	10
15	17	19	34	45	7
1	6	11	17	42	6
1	12	21	44	46	8
18	34	40	41	43	1
2	10	30	31	45	10
2	19	28	33	48	12
4	6	27	28	40	4
7	20	22	24	41	9
8	16	20	24	25	12
13	38	41	44	48	10
3	8	17	23	42	3
8	23	26	29	41	9
11	21	31	37	48	8
23	36	44	45	49	13
12	29	32	33	48	2
7	22	33	36	45	1
3	4	10	34	44	1
1	5	13	19	33	9
9	11	14	31	34	6
9	21	31	44	45	12
6	20	24	32	44	2
9	31	33	39	47	12
2	28	35	37	43	3
16	27	31	35	36	7
1	2	12	34	47	4
25	33	39	45	48	4
3	5	26	42	45	5
19	25	32	38	42	9
7	11	12	34	48	4
3	11	14	18	22	1
14	21	37	40	48	11
14	26	27	31	38	12
1	8	21	32	49	1
7	11	13	15	37	3
2	3	10	21	22	5
9	11	38	41	44	7
16	20	36	45	47	4
12	25	29	33	43	10
17	22	25	32	36	2
1	13	32	36	48	13
6	19	30	33	35	1
7	11	12	27	29	1
23	34	38	43	48	4
2	21	31	39	47	5
15	24	28	41	47	7
3	6	7	14	28	7
12	18	30	32	44	5
7	8	23	36	48	10
1	16	24	27	43	7
13	20	27	41	47	2
6	7	24	34	49	5
22	30	31	48	49	8
10	17	18	26	48	4
15	26	33	36	49	1
1	22	29	33	39	4
2	17	23	33	48	7
9	20	28	38	43	11
2	4	9	13	43	11
5	33	40	41	49	8
3	4	6	21	28	12
1	8	17	31	45	10
16	22	35	36	44	1
4	6	9	31	37	4
19	27	31	35	39	8
3	5	9	16	26	3
8	20	30	34	40	8
14	19	20	21	46	1
14	18	25	32	49	7
2	3	13	26	43	11
9	11	14	19	28	2
3	21	26	36	45	3
7	11	19	31	44	4
6	8	11	18	38	5
4	11	15	23	26	7
4	28	34	38	47	2
8	20	25	32	34	8
4	12	39	41	46	5
3	17	26	27	38	3
5	12	14	30	32	11
1	4	9	10	28	6
9	34	38	41	45	2
11	14	32	34	48	7
10	26	32	40	49	1
27	29	34	40	48	4
9	13	24	28	35	8
22	24	33	40	44	6
5	15	20	38	42	1
7	8	21	27	44	7
26	27	29	37	49	8
11	19	21	23	30	10
11	18	34	42	44	6
18	38	42	43	47	9
13	32	34	44	46	6
5	20	23	30	41	1
8	16	22	31	33	7
6	16	30	34	45	3
8	23	34	35	39	5
6	16	18	27	34	11
16	20	30	32	37	2
7	18	25	36	42	10
8	11	15	23	42	4
9	15	16	20	38	13
1	24	25	32	46	10
7	33	37	39	41	2
2	21	30	35	40	4
14	15	25	27	46	7
1	13	14	21	43	6
7	10	19	31	39	6
7	21	29	37	46	2
15	25	35	45	48	5
6	14	18	31	48	6
4	5	6	22	29	10
2	10	32	46	48	13
15	26	29	37	39	7
3	5	21	23	30	3
1	15	22	29	40	2
3	11	25	41	48	4
2	3	6	17	32	7
1	5	13	15	41	13
4	9	17	30	38	10
4	9	15	16	18	10
10	17	27	28	45	8
1	19	27	31	45	8
7	25	28	34	42	11
8	20	27	34	46	7
13	19	32	37	47	1
2	3	8	41	43	12
13	14	23	35	46	6
7	23	24	37	44	13
3	9	10	13	20	13
15	24	37	42	48	9
13	23	32	44	49	9
7	9	16	23	30	8
5	12	13	22	32	13
1	2	8	21	36	13
8	19	32	38	39	1
5	13	24	34	47	7
10	29	30	34	42	6
2	3	14	20	42	13
2	12	22	35	47	4
2	11	13	20	46	4
4	19	24	25	30	2
9	34	41	44	48	13
5	12	19	26	30	7
7	20	22	30	31	13
3	36	38	45	47	10
6	29	34	41	49	9
24	32	38	40	46	10
3	9	12	23	45	7
1	11	30	42	48	4
6	21	31	32	42	12
4	23	38	45	46	2
7	12	17	23	24	4
5	17	23	28	31	10
9	15	26	27	45	5
3	31	36	41	44	11
8	12	15	43	47	1
5	19	21	39	46	2
5	7	22	24	49	5
4	6	12	47	48	3
10	21	39	43	49	11
1	3	25	48	49	12
23	30	33	44	46	1
3	5	35	39	41	12
10	22	33	41	42	4
21	23	25	36	44	4
2	7	14	21	33	6
8	9	21	37	40	7
15	29	30	47	48	2
2	8	22	26	34	7
2	7	31	44	49	7
18	21	29	37	39	9
5	7	24	42	46	3
4	6	9	19	39	11
9	20	38	46	47	4
1	3	6	7	46	13
1	6	8	18	48	10
14	16	19	42	48	5
3	20	31	33	37	8
8	36	40	43	46	5
5	9	15	22	34	1
6	10	11	15	16	5
2	14	21	27	33	6
2	9	11	23	39	4
1	13	26	29	45	10
14	19	24	36	45	3
4	9	27	38	41	4
6	20	42	44	46	9
1	8	13	14	46	8
1	2	18	27	42	12
5	16	29	40	42	10
4	6	39	41	42	10
11	16	43	46	48	9
14	24	33	34	41	1
9	20	27	34	48	4
3	8	23	35	47	11
5	11	26	33	42	11
7	25	37	40	46	7
2	12	14	20	35	7
6	8	11	45	49	6
6	22	32	41	45	9
1	15	34	37	48	13
18	36	37	40	42	9
2	9	32	34	37	12
4	21	30	41	44	10
16	28	34	38	43	4
7	10	11	19	22	2
2	12	20	42	47	9
21	22	35	37	46	8
2	7	10	22	32	6
22	25	30	38	41	1
4	13	23	28	46	8
2	15	21	31	37	2
8	12	17	22	29	10
10	27	31	32	34	11
9	18	19	25	36	9
27	35	36	43	44	6
2	11	13	26	36	2
15	38	40	45	47	13
4	7	23	32	34	7
1	8	9	34	35	6
1	7	13	23	47	7
4	10	31	32	33	5
5	11	13	33	34	13
3	16	21	31	42	1
6	9	22	28	44	11
12	13	25	30	35	2
4	13	14	17	33	2
2	33	37	39	42	7
3	14	18	19	40	1
6	15	21	38	47	13
3	12	33	36	46	7
1	12	31	40	47	3
12	17	18	23	47	13
13	17	20	25	38	7
6	18	20	32	48	9
11	17	28	33	36	5
1	10	16	30	45	3
8	31	34	39	42	6
6	8	27	28	45	7
10	11	23	29	36	9
12	27	29	33	47	10
11	35	43	47	49	12
1	9	24	43	44	2
1	12	18	27	46	5
25	36	39	43	49	3
7	31	33	42	48	9
15	16	34	38	45	8
5	25	33	36	39	6
4	8	11	19	33	2
4	7	25	26	38	11
18	20	22	25	47	5
4	6	15	17	28	1
2	7	24	30	39	11
13	32	33	45	47	13
9	16	19	32	38	6
8	10	23	33	43	10
7	10	21	34	43	13
1	3	6	23	38	10
22	27	29	30	42	10
6	9	14	37	49	7
15	21	29	32	33	3
4	5	8	36	41	9
1	8	10	30	46	1
7	16	32	38	42	10
12	17	20	27	38	13
4	18	42	46	48	1
1	6	24	27	33	12
5	24	25	32	33	12
4	18	42	46	48	1
1	6	24	27	33	12
5	24	25	32	33	12
18	30	34	39	49	10
2	20	22	42	46	1
10	18	27	30	31	10
14	15	17	29	39	6
17	26	30	41	46	5
1	2	5	8	43	8
5	8	22	29	41	2
3	13	15	19	25	3
2	4	14	37	43	3
11	23	33	39	42	7
13	26	29	30	35	9
7	8	25	27	46	2
8	24	25	41	47	9
14	30	35	44	47	10
5	12	18	20	43	3
10	11	15	32	41	11
4	5	10	13	37	7
7	8	36	45	48	2
36	40	42	44	48	3
1	3	6	37	42	3
2	19	37	38	44	8
8	13	24	39	44	1
8	14	20	46	48	10
6	8	16	39	46	9
14	32	40	46	49	6
2	7	9	15	40	10
13	19	24	42	47	5
11	15	32	39	46	11
7	21	42	45	48	5
6	7	14	28	30	5
4	15	38	41	46	13
3	9	10	22	40	9
8	24	27	45	47	11
18	25	32	34	48	6
6	22	42	45	46	12
6	17	18	31	40	2
20	35	42	43	47	6
5	25	33	36	49	11
2	11	25	31	45	2
2	18	25	41	42  06	
6	20	26	35	45	6
2	4	38	39	46	2
5	13	14	21	28	4
13	20	23	35	44	11
14	16	23	40	46	12
5	6	10	34	39	1
17	21	32	43	47	4
5	10	36	38	43	3
14	19	20	39	48	2
9	24	34	39	41	12
3	13	15	21	32	1
3	26	36	38	39	10
1	4	29	36	42	10
6	20	26	42	49	2
14	19	36	45	49	4
14	15	19	30	36	13
5	9	16	22	27	10
4	14	33	36	37	2
11	21	22	33	46	8
10	16	24	28	45	12
21	27	35	38	46	11
15	31	33	42	44	4
22	30	38	41	48	10
18	37	38	45	48	5
19	21	33	36	49	3
4	12	26	44	47	8
5	8	29	33	37	6
7	10	13	14	38	5
14	24	35	40	45	6
13	17	34	38	48	4
1	20	27	35	40	8
8	13	18	40	45	4
4	9	17	29	47	13
12	19	25	31	43	5
7	15	19	25	34	12
1	22	27	37	41	5
1	25	30	31	40	11
12	23	29	43	44	12
11	14	42	46	47	9
4	8	25	33	37	4
5	15	36	37	40	13
22	23	25	28	34	9
2	8	17	27	34	7
29	32	35	38	40	3
8	13	20	25	29	1
2	10	24	44	45	5
4	17	21	35	41	4
10	23	29	37	48	4
6	7	15	25	43	7
2	17	23	24	47	1
13	20	21	24	37	11
2	6	14	20	48	6
26	28	33	39	49	1
2	4	18	24	39	12
21	23	26	39	40	5
1	7	28	34	38	6
19	22	26	40	46	7
7	15	20	29	49	4
5	12	17	32	49	1
2	8	14	41	45	2
3	22	23	24	43	5
7	13	33	36	45	7
8	9	21	22	34	9
13	15	25	36	37	9
8	12	23	33	42	8
4	16	17	22	34	5
14	16	18	21	30	13
19	25	38	39	49	1
2	3	21	31	33	9
9	13	15	41	42	12
3	17	24	32	44	13
5	8	12	17	26	7
5	16	27	42	46	7
22	29	35	37	39	3
4	9	19	23	28	5
10	13	27	32	34	4
2	14	22	27	29	8
8	14	19	23	35	4
1	3	4	24	38	5
3	21	27	29	49	12
7	15	30	41	47	5
7	28	37	44	49	4
3	23	24	38	45	4
9	14	40	41	46	7
22	23	28	29	49	13
10	18	33	34	43	2
13	17	31	37	38	5
12	23	26	37	38	12
13	33	36	39	44	8
10	16	20	35	44	2
5	28	36	45	48	5
19	26	37	38	44	3
3	11	17	43	48	7
8	10	24	31	37	4
6	18	23	31	37	5
7	16	25	34	36	11
33	37	38	47	48	4
3	12	15	24	29	10
5	25	28	35	48	5
12	17	22	40	47	9
12	16	33	38	46	12
4	7	29	36	45	9
28	38	42	45	47	4
4	6	12	23	35	9
24	30	39	40	43	11
31	32	33	37	49	9
7	13	23	37	42	7
9	17	18	24	34	13
4	16	25	35	48	2
19	31	40	42	48	9
28	34	36	46	48	7
1	15	28	35	45	13
3	9	16	24	47	3
31	36	37	40	43	7
3	14	29	47	48	4
3	14	29	47	48	4
4	17	33	37	39	1
10	15	29	41	44	2
5	36	43	46	47	9
5	26	28	32	33	6
4	6	7	40	47	13
2	4	7	18	40	1
8	19	26	28	36	1
12	31	34	36	46	3
2	13	24	29	37	2
13	28	32	39	48	6
4	39	42	46	48	6
1	8	11	17	39	9
6	16	17	25	32	13
26	31	32	36	43	13
9	15	17	18	34	9
16	39	40	45	49	6
7	13	27	36	43	9
27	36	38	43	49	8
11	37	42	43	45	4
5	8	30	31	38	8
12	23	33	37	42	7
6	11	13	25	32	2
7	9	14	21	39	9
3	7	36	42	43	9
5	23	26	34	42	4
8	10	30	46	47	9
10	11	24	28	34	10
1	17	38	40	45	6
6	21	33	36	41	8
10	24	29	33	40	5
11	13	20	32	44	13
18	19	22	28	39	2
8	29	35	45	47	7
13	26	32	36	45	13
3	20	33	38	49	9
24	25	26	35	43	10
2	4	8	19	25	9
9	23	30	37	38	10
8	17	33	38	46	5
9	10	39	42	46	8
2	9	13	23	25	4
32	34	38	39	43	5
4	11	14	21	41	11
8	16	20	41	43	2
7	26	32	41	46	3
18	20	24	37	47	8
23	26	41	43	47	10
11	18	19	22	36	11
4	15	26	32	38	8
5	11	15	16	23	10
2	6	22	33	38	12
6	20	38	45	49	13
17	26	30	37	42	13
5	13	29	30	47	4
6	7	19	43	47	12
2	12	29	36	44	5
6	23	31	40	47	8
10	25	32	36	40	1
11	18	34	40	43	3
4	10	14	23	46	4
13	21	35	47	49	4
8	21	33	38	39	11
15	22	24	27	41	4
6	18	27	48	49	1
12	17	18	24	27	6
2	4	16	21	40	7
12	19	21	23	30	1
13	14	16	26	36	4
2	20	27	37	49	4
6	10	15	18	44	8
8	9	17	23	37	8
15	20	25	29	33	4
21	24	25	43	46	10
9	11	25	38	41	4
2	13	14	24	46	9
4	10	16	17	33	8
16	42	46	48	49	9
5	18	34	35	45	5
4	20	24	28	29	6
8	13	14	27	39	9
13	24	32	35	46	6
10	23	28	41	48	11
16	27	41	46	48	5
14	26	38	42	48	11
5	8	11	38	42	2
1	5	12	16	36	11
1	4	9	16	21	11
12	26	43	44	46	2
17	31	35	39	42	13
6	15	26	32	41	1
7	13	24	43	47	9
1	7	11	12	44	12
3	5	6	26	44	6
1	20	24	44	48	13
16	26	39	42	44	2
1	8	22	38	43	7
1	25	31	44	46	5
24	31	40	47	49	9
27	40	46	47	49	1
12	13	17	25	38	9
17	26	32	42	43	9
5	21	23	24	36	10
8	20	23	45	48	8
3	26	36	37	43	7
12	15	19	33	39	12
6	22	26	32	47	4
18	19	31	35	45	13
13	31	36	37	45	1
7	14	28	36	40	12
5	9	24	38	47	2
5	18	34	36	37	8
13	25	28	36	45	2
4	24	34	40	42	6
7	15	19	41	43	10
16	20	21	36	37	13
17	27	29	37	47	5
18	23	36	38	41	11
4	11	25	30	33	12
9	10	35	41	42	5
6	14	27	38	49	9
14	35	37	40	47	11
13	25	26	36	49	6
15	21	29	35	41	11
15	16	23	32	39	12
19	28	30	42	43	11
9	10	28	43	44	6
5	7	23	42	49	6
5	15	19	30	37	4
8	14	19	24	32	2
7	14	25	30	49	6
26	42	43	44	48	13
11	17	22	42	43	12
5	20	30	36	45	6
9	26	34	39	46	8
3	19	27	38	45	2
3	16	29	36	46	5
17	41	44	45	49	6
1	12	19	25	44	5
19	26	30	33	45	13
2	7	20	24	33	8
1	9	14	35	48	1
25	31	32	41	49	10
16	26	35	40	45	12
11	17	18	19	46	10
13	14	38	39	43	1
16	31	35	41	44	2
6	21	22	30	36	11
10	14	32	42	44	12
25	36	37	44	47	7
20	23	32	38	48	3
10	16	30	32	45	5
13	16	21	44	48	12
7	24	26	31	41	5
19	29	31	38	47	10
11	14	41	46	49	2
9	11	17	23	33	8
17	20	23	33	35	4
13	15	19	35	38	10
4	16	25	42	45	12
11	13	27	33	47	12
3	5	7	19	26	4
12	18	34	38	46	2
2	5	23	37	48	7
11	18	23	36	46	9
2	9	23	38	45	7
10	12	24	28	47	8
13	18	37	40	43	2
17	20	27	43	49	10
1	5	24	35	43	2
24	25	31	35	38	7
4	6	9	23	29	4
1	5	16	24	44	13
4	10	13	27	43	12
9	26	29	33	37	10
10	17	24	28	33	9
11	13	22	33	41	8
26	33	36	37	40	4
8	20	22	27	39	8
23	24	28	38	48	7
3	5	14	35	38	1
2	19	21	44	49	2
6	11	23	27	30	8
18	26	32	33	45	1
1	20	27	36	46	4
17	22	26	27	36	9
5	7	12	23	48	6
8	18	20	44	48	1
1	12	38	39	40	11
1	15	21	26	27	6
10	23	28	31	32	12
7	14	15	18	42	3
27	28	32	38	42	9
7	20	26	40	45	9
6	14	20	42	46	6
4	7	8	17	18	9
4	10	18	36	49	9
9	32	35	43	49	12
13	25	34	40	44	12
4	7	15	19	27	13
10	19	21	30	43	12
7	24	36	40	42	10
19	21	31	34	40	5
4	29	35	46	47	10
18	22	25	29	33	7
8	11	16	43	47	13
4	20	30	35	46	9
14	19	28	31	40	9
33	43	44	47	49	11
10	26	29	31	42	10
11	20	22	30	42	12
18	19	23	27	47	3
3	10	24	25	41	4
12	40	42	47	48	3
11	12	24	36	38	8
8	10	21	36	43	6
2	28	31	36	45	7
21	25	40	44	48	8
18	29	35	37	41	2
3	4	21	24	44	10
10	18	20	29	48	6
17	19	22	32	46	10
14	19	29	37	47	10
17	22	24	30	49	9
5	13	15	26	47	6
14	30	31	39	48	8
18	25	37	43	45	8
26	38	42	43	44	7
2	4	16	41	42	12
4	19	20	21	22	2
8	24	26	27	47	10
5	15	27	30	37	3
17	26	28	35	44	12
4	5	22	37	48	2
5	21	28	37	46	12
3	10	14	46	47	11
16	17	29	35	45	9
6	17	27	32	39	5
4	18	23	29	41	8
1	13	35	39	43	3
6	24	33	40	41	2
2	10	22	23	44	13
2	18	21	22	34	3
3	17	21	22	27	2
2	5	20	39	43	3
7	9	18	27	47	7
32	39	46	47	48	3
9	13	27	45	47	9
9	19	24	32	41	8
2	18	28	33	39	9
9	15	23	27	48	6
9	28	32	39	49	10
8	13	32	37	49	1
1	14	20	37	42	4
7	8	22	24	38	9
14	18	19	41	46	4
3	17	34	45	49	10
12	25	33	34	40	9
10	22	25	29	40	6
20	25	26	27	28	5
12	15	22	26	33	11
10	33	38	43	46	12
5	6	10	30	35	5
1	18	23	30	32	7
16	17	21	41	46	6
4	5	7	19	22	12
13	15	16	17	47	4
7	13	15	32	39	12
29	34	36	43	48	1
9	28	30	33	49	10
1	15	25	28	32	6
4	16	25	32	46	11
3	6	7	29	36	10
10	18	23	28	33	2
16	17	22	38	46	10
4	7	9	29	35	10
7	23	25	28	37	2
11	22	28	30	43	3
28	31	35	42	46	6
5	13	35	37	43	6
8	15	26	34	49	1
7	10	18	42	43	6
7	9	23	29	42	12
20	26	34	36	42	7
3	16	24	41	46	12
11	17	25	30	34	8
12	16	17	32	34	2
3	24	28	37	41	2
10	17	26	28	49	5
3	16	25	33	45	10
11	18	20	31	42	10
24	30	34	36	38	8
12	20	40	41	44	3
18	32	43	46	48	12
6	29	34	40	43	3
2	19	37	40	44	3
23	25	38	39	46	3
3	10	13	33	49	2
2	10	19	21	28	6
14	19	28	39	44	12
23	27	32	36	43	7
4	28	31	37	49	7
4	14	26	33	35	1
21	35	36	44	49	1
3	27	29	31	32	9
7	24	38	46	47	9
16	18	23	24	31	13
9	21	24	39	46	3
1	18	28	35	42	9
7	17	21	34	44	11
2	5	8	20	21	5
2	8	18	21	26	7
8	31	39	41	48	7
4	21	23	28	38	7
7	12	19	33	45	5
7	12	18	48	49	6
6	16	24	37	40	2
14	31	32	37	49	12
1	3	8	21	49	5
6	11	19	33	45	3
30	35	38	43	44	11
2	25	38	42	49	9
3	12	14	39	45	5
23	29	34	42	46	7
25	27	37	40	49	3
10	13	24	41	48	10
3	17	32	41	48	12
3	18	22	40	49	4
10	12	15	16	32	4
4	27	30	37	42	5
12	15	38	48	49	2
6	11	30	34	49	11
11	14	31	40	44	4
11	27	33	45	49	5
1	10	14	17	24	1
13	23	33	36	37	12
13	20	29	42	49	11
4	11	14	19	43	12
10	35	39	44	46	7
7	15	21	23	35	5
12	20	27	35	37	10
16	22	33	43	46	2
3	10	22	38	44	5
4	5	14	16	48	2
4	32	34	40	44	8
1	5	6	10	32	3
5	6	12	27	45	9
16	18	20	37	41	12
2	4	8	23	24	13
3	11	23	42	49	1
5	17	22	44	46	11
21	33	39	42	47	1
23	40	44	46	47	5
20	33	39	44	48	8
4	11	14	35	40	13
19	24	39	44	46	6
1	25	35	42	46	9
5	17	32	34	35	1
18	26	34	37	41	5
6	7	11	34	40	10
22	28	36	43	46	13
5	14	31	34	45	7
1	3	10	11	26	10
2	4	12	13	14	6
12	26	28	34	46	7
1	16	21	30	35	9
3	9	22	27	37	7
24	32	33	38	41	10
8	12	27	35	38	6
4	8	24	39	46	4
3	8	11	39	47	12
22	36	38	44	48	12
11	13	18	28	33	12
19	20	30	40	42	6
15	27	37	43	48	5
5	14	25	30	34	4
9	29	41	42	49	13
5	12	13	29	37	2
2	6	7	20	39	1
2	4	37	42	46	10
3	11	37	41	46	2
1	10	23	28	35	1
7	10	15	29	43	1
4	7	16	30	42	6
23	42	43	45	49	10
2	4	11	34	37	8
13	20	26	29	46	5
2	19	22	30	35	8
3	15	21	29	35	11
10	15	19	36	46	4
8	18	25	29	32	10
19	30	37	39	47	4
1	10	15	28	44	12
3	14	27	33	39	12
